ehdokasnumero,ehdokasnimi,ääniä,vaaliliitto,vaaliliiton id
351,"Ostrovskij, Tommi",14,HYAL Valtsika,15
352,"Pottonen, Ville",13,HYAL Valtsika,15
353,"Pursiainen, Henna",18,HYAL Valtsika,15
354,"Timmer, Mathilda",49,HYAL Valtsika,15
355,"Viitala, Ville",7,HYAL Valtsika,15
356,"Wathén, Laura",21,HYAL Valtsika,15
357,"Ahsanullah, Tarik",155,Kokoomusopiskelijat,20
358,"Aine, Valtteri",13,Kokoomusopiskelijat,20
359,"Anomaa, Mattias",25,Kokoomusopiskelijat,20
360,"Berger, Miikka",5,Kokoomusopiskelijat,20
361,"Botty van den Bruele, Adele",15,Kokoomusopiskelijat,20
362,"Evokari, Auri",5,Kokoomusopiskelijat,20
363,"Granlund, Jenni",7,Kokoomusopiskelijat,20
364,"Hanhela, Heidi",6,Kokoomusopiskelijat,20
365,"Harjanne, Petteri",9,Kokoomusopiskelijat,20
366,"Hellman, Jukka-Pekka",5,Kokoomusopiskelijat,20
367,"Hietala, Klaus",6,Kokoomusopiskelijat,20
368,"Isoaho, Atte",14,Kokoomusopiskelijat,20
369,"Jokiranta, Tiia",2,Kokoomusopiskelijat,20
370,"Ketola, Lenita",4,Kokoomusopiskelijat,20
371,"Knaapi, Emilia",7,Kokoomusopiskelijat,20
372,"Kupias, Marianna",10,Kokoomusopiskelijat,20
373,"Lilja, Anna",30,Kokoomusopiskelijat,20
374,"Lindholm, Micke",3,Kokoomusopiskelijat,20
375,"Lohi, Santeri",14,Kokoomusopiskelijat,20
376,"Mankonen, Juuso",13,Kokoomusopiskelijat,20
377,"Marttunen, Pessi",2,Kokoomusopiskelijat,20
379,"Niemi, Vertti",16,Kokoomusopiskelijat,20
380,"Niskanen, Dani",97,Kokoomusopiskelijat,20
381,"Nissinen, Jarkko",25,Kokoomusopiskelijat,20
382,"Nupponen, Konsta",17,Kokoomusopiskelijat,20
383,"Nurmela, Jeremias",15,Kokoomusopiskelijat,20
384,"Nuuttila, Eemil",11,Kokoomusopiskelijat,20
385,"Pirinen, Paula",21,Kokoomusopiskelijat,20
386,"Pyykkö, Tommi",5,Kokoomusopiskelijat,20
387,"Ristimäki, Jenna",7,Kokoomusopiskelijat,20
388,"Rokkanen, Sakari",16,Kokoomusopiskelijat,20
389,"Sarpola, Amina",4,Kokoomusopiskelijat,20
390,"Sazonov, Daniel",16,Kokoomusopiskelijat,20
391,"Sillantaka, Nina",1,Kokoomusopiskelijat,20
392,"Sinisalo, Viivi",13,Kokoomusopiskelijat,20
393,"Skön, Lauri, 'Päällikkö'",1,Kokoomusopiskelijat,20
394,"Säteri, Vilma",3,Kokoomusopiskelijat,20
395,"Tammekann, Samuel",3,Kokoomusopiskelijat,20
396,"Tarkiainen, Elisa",4,Kokoomusopiskelijat,20
397,"Tikkanen, Tuomas",15,Kokoomusopiskelijat,20
398,"Torikka, Peter",25,Kokoomusopiskelijat,20
399,"Tulkki, Kasperi",5,Kokoomusopiskelijat,20
400,"Varjokari, Laura",9,Kokoomusopiskelijat,20
401,"Vuornos, Henrik",10,Kokoomusopiskelijat,20
402,"Walldén, Anna",11,Kokoomusopiskelijat,20
403,"Wardi, Bennie",7,Kokoomusopiskelijat,20
404,"Wilskman, Juho",9,Kokoomusopiskelijat,20
405,"Koivulahti, Arttu",66,Keskeiset,24
406,"Lahti, Risto",15,Keskeiset,24
407,"Liimatainen, Anniina",14,Keskeiset,24
408,"Mäkitalo, Hilma",4,Keskeiset,24
409,"Saarinen, Salla",20,Keskeiset,24
410,"Saramäki, Sara",5,Keskeiset,24
411,"Ylimaa, Markus",5,Keskeiset,24
412,"Aho, Jenni",3,EPO-PPO,2
413,"Arffman, Mina",2,EPO-PPO,2
414,"Eilola, Noora",10,EPO-PPO,2
415,"Haapalainen, Anni",17,EPO-PPO,2
416,"Hasunen, Sami",11,EPO-PPO,2
417,"Hemminki, Kaisa",4,EPO-PPO,2
418,"Häkkilä, Hanna-Maria",8,EPO-PPO,2
419,"Jutila, Arttu",2,EPO-PPO,2
420,"Kaarto, Riikka",2,EPO-PPO,2
423,"Korpi, Terhi",16,EPO-PPO,2
424,"Kukkola, Ville",1,EPO-PPO,2
425,"Lukin, Nina",7,EPO-PPO,2
426,"Matero, Tero",4,EPO-PPO,2
427,"Meri, Emmi",2,EPO-PPO,2
428,"Mäkelä, Mikko",2,EPO-PPO,2
429,"Niemi, Saija",1,EPO-PPO,2
430,"Niinimäki, Joukopouko",4,EPO-PPO,2
431,"Palkki, Teemu",21,EPO-PPO,2
432,"Pitkänen, Katriina",4,EPO-PPO,2
433,"Pitkänen, Noora",7,EPO-PPO,2
434,"Pollari, Antti",5,EPO-PPO,2
435,"Puranen, Unni",3,EPO-PPO,2
436,"Rahkola, Iina",7,EPO-PPO,2
437,"Rahnasto, Johanna",7,EPO-PPO,2
438,"Raivio, Oskari",1,EPO-PPO,2
439,"Savolainen, Sonja",1,EPO-PPO,2
440,"Taipalus, Marjo",2,EPO-PPO,2
441,"Turpeinen, Hennaleena",5,EPO-PPO,2
442,"Vähämäki, Tuuli",6,EPO-PPO,2
443,"Ackermann, Manuel 'Manu'",12,Domus Gaudiumin osakunnat,3
444,"Ahola, Olli",10,Domus Gaudiumin osakunnat,3
445,"Ahtiainen, Salli",6,Domus Gaudiumin osakunnat,3
446,"Elfving, Iina",9,Domus Gaudiumin osakunnat,3
447,"Heikkilä, Tiina",2,Domus Gaudiumin osakunnat,3
448,"Heiskanen, Otso",13,Domus Gaudiumin osakunnat,3
449,"Helanne, Esa-Pekka",4,Domus Gaudiumin osakunnat,3
451,"Hirvonen, Tero",5,Domus Gaudiumin osakunnat,3
452,"Kaplas, Otto",17,Domus Gaudiumin osakunnat,3
453,"Korhonen, Laura",7,Domus Gaudiumin osakunnat,3
454,"Koskinen, Anna-Liisa 'Ansku'",3,Domus Gaudiumin osakunnat,3
455,"Kuukka, Essi",2,Domus Gaudiumin osakunnat,3
456,"Lassila, Elina",5,Domus Gaudiumin osakunnat,3
457,"Mankinen, Eerika",4,Domus Gaudiumin osakunnat,3
458,"Marttinen, Roosa",6,Domus Gaudiumin osakunnat,3
459,"Matikka, Santeri",3,Domus Gaudiumin osakunnat,3
460,"Okkola, Suvi",14,Domus Gaudiumin osakunnat,3
461,"Pesonen, Aino",3,Domus Gaudiumin osakunnat,3
463,"Pohjalainen, Piia",2,Domus Gaudiumin osakunnat,3
464,"Pykälistö, Pasi",5,Domus Gaudiumin osakunnat,3
465,"Rahikainen, Sofia",22,Domus Gaudiumin osakunnat,3
466,"Reijonen, Mari",2,Domus Gaudiumin osakunnat,3
468,"Taavitsainen, Ella",6,Domus Gaudiumin osakunnat,3
469,"Tilli, Joni",8,Domus Gaudiumin osakunnat,3
470,"Tähkäpää, Sara",4,Domus Gaudiumin osakunnat,3
471,"Vihtonen, Johanna",2,Domus Gaudiumin osakunnat,3
472,"Anttila, Maria",8,Hämäläis-Osakunta,4
473,"Axelsen, Rasmus",1,Hämäläis-Osakunta,4
474,"Heliö, Jukka",4,Hämäläis-Osakunta,4
476,"Hämäläinen, Anneli",3,Hämäläis-Osakunta,4
478,"Järviö, Juhana",3,Hämäläis-Osakunta,4
479,"Katajisto, Väinö",1,Hämäläis-Osakunta,4
480,"Kivimäki, Anni",2,Hämäläis-Osakunta,4
481,"Kujala, Martta",3,Hämäläis-Osakunta,4
482,"Laaksonen, Fanny",7,Hämäläis-Osakunta,4
483,"Laine, Taneli",3,Hämäläis-Osakunta,4
484,"Matveinen, Kanerva",5,Hämäläis-Osakunta,4
485,"Mikkola, Heidi",46,Hämäläis-Osakunta,4
486,"Peltomaa, Amanda",6,Hämäläis-Osakunta,4
487,"Piesala, Aapeli",17,Hämäläis-Osakunta,4
488,"Rinne, Jonna",1,Hämäläis-Osakunta,4
489,"Saarela, Sara",2,Hämäläis-Osakunta,4
490,"Siipola, Janne",2,Hämäläis-Osakunta,4
491,"Solehmainen, Jukka",3,Hämäläis-Osakunta,4
492,"Takanen, Jussi",2,Hämäläis-Osakunta,4
495,"Tolonen, Topias",32,Hämäläis-Osakunta,4
496,"Välimäki, Janette",2,Hämäläis-Osakunta,4
497,"Weckström, Laura",1,Hämäläis-Osakunta,4
498,"Öhman, Maija",4,Hämäläis-Osakunta,4
499,"Ahonen, Jari",7,Savolainen Osakunta,6
500,"Dumell, Anna-Maria",2,Savolainen Osakunta,6
501,"Hannikainen, Jaakko ""Mufasa""",2,Savolainen Osakunta,6
502,"Heinonen, Henri",1,Savolainen Osakunta,6
503,"Korhonen, Henri",1,Savolainen Osakunta,6
504,"Lindström, Linda",1,Savolainen Osakunta,6
505,"Malvet, Kristian",2,Savolainen Osakunta,6
506,"Ruuth, Riikka",8,Savolainen Osakunta,6
508,"Venäläinen, Tuomas",6,Savolainen Osakunta,6
509,"Ylhäisi, Matti",6,Savolainen Osakunta,6
