ehdokasnumero,ehdokasnimi,ääniä,vaaliliitto,vaaliliiton id
417,"Hintikka, Simo",1,HELP EKY/YFK,8
419,"Hänninen, Juuso",2,HELP EKY/YFK,8
420,"Järvi, Iiro",1,HELP EKY/YFK,8
421,"Kallio, Aleksi",5,HELP EKY/YFK,8
422,"Keskimäki, Sanne",1,HELP EKY/YFK,8
424,"Lahdentausta, Salla",25,HELP EKY/YFK,8
425,"Manninen, Kalle",1,HELP EKY/YFK,8
426,"Metsähuone, Viena",5,HELP EKY/YFK,8
427,"Niittymäki, Erika",2,HELP EKY/YFK,8
428,"Pernilä, Oona",3,HELP EKY/YFK,8
429,"Pohjavaara, Saana",8,HELP EKY/YFK,8
430,"Puharinen, Jarkko",5,HELP EKY/YFK,8
431,"Rinne, Elias",2,HELP EKY/YFK,8
432,"Saarimäki, Ville",3,HELP EKY/YFK,8
434,"Urvas, Lauri",8,HELP EKY/YFK,8
435,"Vikström, Maria",3,HELP EKY/YFK,8
436,"Wollstén, Daniela",17,HELP EKY/YFK,8
437,"Äärimaa, Jouko",5,HELP EKY/YFK,8
438,"Aila, Santeri",23,HELP Pykälä/Justus,10
439,"Antonacci, Sara",1,HELP Pykälä/Justus,10
440,"Asp, Aapo",1,HELP Pykälä/Justus,10
441,"Barriskell, Daniel",4,HELP Pykälä/Justus,10
442,"Fallenius, Jemina",18,HELP Pykälä/Justus,10
443,"Heikkilä, Valtteri",4,HELP Pykälä/Justus,10
444,"Hieta-aho, Helmi",1,HELP Pykälä/Justus,10
445,"Kaarakainen, Henri",24,HELP Pykälä/Justus,10
446,"Laitinen, Sara",5,HELP Pykälä/Justus,10
447,"Larinkari, Olga",18,HELP Pykälä/Justus,10
448,"Lumilahti, Juuso",29,HELP Pykälä/Justus,10
449,"Lönnroth, Aapo",8,HELP Pykälä/Justus,10
450,"Markkanen, Kalle",18,HELP Pykälä/Justus,10
451,"Nurminen, Sammy",48,HELP Pykälä/Justus,10
452,"Piirainen, Sara",23,HELP Pykälä/Justus,10
453,"Reijonen, Sami",15,HELP Pykälä/Justus,10
454,"Rytky, Ami",1,HELP Pykälä/Justus,10
455,"Rytkönen, Olavi",10,HELP Pykälä/Justus,10
456,"Saari, Sakari",14,HELP Pykälä/Justus,10
457,"Sajakoski, Inka",1,HELP Pykälä/Justus,10
458,"Sassi, Lotta",5,HELP Pykälä/Justus,10
459,"Seppälä, Eveliina",22,HELP Pykälä/Justus,10
460,"Teittinen, Helinä",16,HELP Pykälä/Justus,10
461,"Viherkenttä, Linnea",39,HELP Pykälä/Justus,10
462,"Granström, Sampsa",62,HYAL Humanistit,1
463,"Grünthal, Lauri",35,HYAL Humanistit,1
464,"Halkola, Jenni",11,HYAL Humanistit,1
465,"Hynönen, Laura",4,HYAL Humanistit,1
466,"Ingman, Hanna",12,HYAL Humanistit,1
467,"Jokela, Alina",34,HYAL Humanistit,1
468,"Kalliokoski, Timo",19,HYAL Humanistit,1
469,"Kotiniemi, Roope",19,HYAL Humanistit,1
470,"Kärnä, Jane",19,HYAL Humanistit,1
471,"Niemelä, Tia",13,HYAL Humanistit,1
472,"Nurmi, Miska",4,HYAL Humanistit,1
473,"Rousu, Fanny",11,HYAL Humanistit,1
474,"Savisaari, Olli",14,HYAL Humanistit,1
475,"Schumilov, Emma",12,HYAL Humanistit,1
476,"Siljander, Saana",53,HYAL Humanistit,1
477,"Halme, Eetu",39,HYAL Kumpula,2
478,"Hautamäki, Jonna",12,HYAL Kumpula,2
479,"Hirn, Mireleh",7,HYAL Kumpula,2
480,"Holvio, Anna",31,HYAL Kumpula,2
481,"Isomeri, Jessika",100,HYAL Kumpula,2
482,"Karttunen, Sasu",80,HYAL Kumpula,2
483,"Keltanen, Linnea",34,HYAL Kumpula,2
484,"Kujala, Nicholas",18,HYAL Kumpula,2
485,"Kähkönen, Harri",21,HYAL Kumpula,2
486,"Laihanen, Ira",18,HYAL Kumpula,2
487,"Leppälä, Ari",4,HYAL Kumpula,2
488,"Malinen, Henri",6,HYAL Kumpula,2
489,"Niskala, Iiro",57,HYAL Kumpula,2
490,"Pellinen, Mikko",6,HYAL Kumpula,2
491,"Saari, Ville-Veikko",38,HYAL Kumpula,2
492,"Salmenperä, Ilmo",3,HYAL Kumpula,2
493,"Velin, Santeri 'TeriSan'",22,HYAL Kumpula,2
494,"Öhrnberg, Ronja",12,HYAL Kumpula,2
495,"El Fellah, Ali",7,HYAL Meikku,3
496,"Kärnä, Julia",25,HYAL Meikku,3
497,"Morikawa, Merit",22,HYAL Meikku,3
498,"Seppälä, Maaria",67,HYAL Meikku,3
499,"Vilminko, Eetu",43,HYAL Meikku,3
500,"De Pascale, Samuli 'Smuli'",15,HYAL Penger,4
501,"Frolova, Kristina 'Kristi'",26,HYAL Penger,4
502,"Hakala, Nea",41,HYAL Penger,4
503,"Heinonen, Otto",11,HYAL Penger,4
504,"Hellbom, Laura",10,HYAL Penger,4
505,"Hirvonen, Lovisa 'Lollo'",18,HYAL Penger,4
506,"Inkinen, Minna 'Inkine'",30,HYAL Penger,4
507,"Lahdelma, Minja",39,HYAL Penger,4
508,"Lahin, Laura",28,HYAL Penger,4
509,"Laitila, Krista",6,HYAL Penger,4
510,"Lappalainen, Ilmari",6,HYAL Penger,4
511,"Lehtinen, Heini",8,HYAL Penger,4
512,"Kallio, Riku 'Raikhart'",6,HYAL Penger,4
513,"Kanerva, Suvi",14,HYAL Penger,4
514,"Majava, Anna",12,HYAL Penger,4
515,"Mustonen, Katariina",35,HYAL Penger,4
516,"Mäki, Tommi",13,HYAL Penger,4
517,"Nieminen, Elina",35,HYAL Penger,4
518,"Nuckols, Wilson",43,HYAL Penger,4
519,"Nyyssönen, Sophie",43,HYAL Penger,4
520,"Salejärvi, Jean",23,HYAL Penger,4
521,"Taponen, Jonna",15,HYAL Penger,4
522,"Tuominen, Marika",11,HYAL Penger,4
523,"Taipalus, Hanna",39,HYAL Penger,4
524,"Juutila, Markus",2,HYAL Teologit,5
525,"Järvinen, Sara",9,HYAL Teologit,5
526,"Kiiskilä, Roosa",2,HYAL Teologit,5
527,"Kirmanen, Lotta",10,HYAL Teologit,5
528,"Kivelä, Mio",21,HYAL Teologit,5
529,"Korja, Säde",2,HYAL Teologit,5
530,"Lehonmaa, Ville",2,HYAL Teologit,5
531,"Lindroth, Arttu",32,HYAL Teologit,5
532,"Nikki, Anni-Sofia",21,HYAL Teologit,5
533,"Nurmela, Jessiina",5,HYAL Teologit,5
534,"Rantanen, Krista",6,HYAL Teologit,5
535,"Raunio, Henri",5,HYAL Teologit,5
537,"Riihonen, Joni",2,HYAL Teologit,5
538,"Rinne, Susanna",23,HYAL Teologit,5
539,"Rättyä, Jonna",22,HYAL Teologit,5
540,"Saarela, Veronica",3,HYAL Teologit,5
541,"Vuori, Anna",3,HYAL Teologit,5
543,"Alho, Alli",5,HYAL Valtsika,7
544,"Davies, Caelum (Cal)",49,HYAL Valtsika,7
545,"Heikkilä, Tuomas",26,HYAL Valtsika,7
546,"Hilska, Juuli",17,HYAL Valtsika,7
547,"Kilpinen, Juuso",70,HYAL Valtsika,7
548,"von Lerber, Milja",10,HYAL Valtsika,7
549,"Linna, Jutta",13,HYAL Valtsika,7
550,"Mälkiä, Tanja",1,HYAL Valtsika,7
551,"Rantanen, Jyrki",13,HYAL Valtsika,7
552,"Sinisalo, Mikko",11,HYAL Valtsika,7
553,"Sirviö, Tom-Henrik",7,HYAL Valtsika,7
554,"Sorsa, Henrietta",43,HYAL Valtsika,7
555,"Timmer, Mathilda",20,HYAL Valtsika,7
556,"Wathén, Laura",36,HYAL Valtsika,7
557,"Hannula, Sanni",10,HYAL Viikki,9
558,"Juutilainen, Katriina",9,HYAL Viikki,9
559,"Kinnunen, Salla",62,HYAL Viikki,9
560,"Lehtonen, Mikael",19,HYAL Viikki,9
561,"Liu, Julia",34,HYAL Viikki,9
562,"Lindfors, Leena",20,HYAL Viikki,9
563,"Nematollahi, Neda",9,HYAL Viikki,9
564,"Ahva, Toni",11,Toni Ahva,26
565,"Kuhno, Maisa",9,Kristillisdemokraatit,27
566,"Sarasmaa, Aleksi",18,Kristillisdemokraatit,27
567,"Behnke, Hanno",3,Opiskelijoiden sosialidemokraattinen yhdistys,20
568,"Eronen, Tuukka",1,Opiskelijoiden sosialidemokraattinen yhdistys,20
569,"Gebhard, Elisa",7,Opiskelijoiden sosialidemokraattinen yhdistys,20
570,"Gustafsson, Aleksanteri",12,Opiskelijoiden sosialidemokraattinen yhdistys,20
571,"Immonen, Erik",1,Opiskelijoiden sosialidemokraattinen yhdistys,20
572,"Jääskeläinen, Jesse",3,Opiskelijoiden sosialidemokraattinen yhdistys,20
573,"Kinnunen, Venla",3,Opiskelijoiden sosialidemokraattinen yhdistys,20
575,"Kovanen, Emilia",2,Opiskelijoiden sosialidemokraattinen yhdistys,20
576,"Kymäläinen, Mikko",4,Opiskelijoiden sosialidemokraattinen yhdistys,20
577,"Loima, Maria",7,Opiskelijoiden sosialidemokraattinen yhdistys,20
578,"Luukkainen, Elli",3,Opiskelijoiden sosialidemokraattinen yhdistys,20
579,"Mattila, Eetu",8,Opiskelijoiden sosialidemokraattinen yhdistys,20
580,"Myllyniemi, Markus",14,Opiskelijoiden sosialidemokraattinen yhdistys,20
581,"Mäkynen, Matias",2,Opiskelijoiden sosialidemokraattinen yhdistys,20
582,"Peltola, Jyri",4,Opiskelijoiden sosialidemokraattinen yhdistys,20
583,"Peltonen, Eemeli",5,Opiskelijoiden sosialidemokraattinen yhdistys,20
584,"Pitkänen, Tuulia",1,Opiskelijoiden sosialidemokraattinen yhdistys,20
585,"Qiu, Toivo",16,Opiskelijoiden sosialidemokraattinen yhdistys,20
586,"Reinola, Inka",9,Opiskelijoiden sosialidemokraattinen yhdistys,20
587,"Rissanen, Simo",1,Opiskelijoiden sosialidemokraattinen yhdistys,20
588,"Ruonaniemi, Silja",1,Opiskelijoiden sosialidemokraattinen yhdistys,20
589,"Salomäki, Mia",4,Opiskelijoiden sosialidemokraattinen yhdistys,20
590,"Suontakanen, Teppo",1,Opiskelijoiden sosialidemokraattinen yhdistys,20
591,"Tyyskä, Saija",3,Opiskelijoiden sosialidemokraattinen yhdistys,20
592,"Vuori, Wiking",6,Opiskelijoiden sosialidemokraattinen yhdistys,20
51,"Varama, Martin",0,Kokoomuksen opiskelijat,17
193,"Aalto, Eira",0,Nationerna,12
217,"Heimbürger, Tua",0,StudOrg,14
219,"Johansson, Peggy",0,StudOrg,14
267,"Niemi, Saija",0,EPO-PPO,15
268,"Ojala, Juha",0,EPO-PPO,15
270,"Pitkänen, Ilona",0,EPO-PPO,15
278,"Sarvola, Inka-Mari",0,EPO-PPO,15
283,"Karhula, Robi",0,ESO-VSO,18
286,"Koho, Samuli",0,ESO-VSO,18
325,"Hämäläinen, Iida",0,Savolainen osakunta,29
327,"Esselström, Juho 'Juhise'",0,Savolainen osakunta,29
414,"Antelo, Lauri",0,HELP EKY/YFK,8
415,"Heininen, Susanna",0,HELP EKY/YFK,8
418,"Hyttinen, Nea",0,HELP EKY/YFK,8
423,"Kristiansson, Sara",0,HELP EKY/YFK,8
433,"Tiainen, Elina",0,HELP EKY/YFK,8
536,"Raunio, Samuli",0,HYAL Teologit,5
542,"Väistö, Väinö",0,HYAL Teologit,5
574,"Koreneff, Atte",0,Opiskelijoiden sosialidemokraattinen yhdistys,20
